ID	label	subClassOf [ID]	subClassOf [LABEL]	SYNONYMS	inSubset	definition
ENVO:01001662	frost sorting	ENVO:01001664	cryoturbation of soil			A frost action process during which the soil particles are differentially displaced according to their size ranges.
ENVO:01001663	frost wedging	ENVO:01001664	cryoturbation of soil			A frost action process during which the pressure of water freezing in cracks, crevices, pores, joints or bedding planes results in the mechanical disintegration, splitting or break-up of rock.
ENVO:01001664	cryoturbation of soil	ENVO:01001660	frost action process			A frost action process during which soil is displaced.
ENVO:01001666	glacial run	ENVO:01000982	water flow process	Jokuelhlaup|Jokulhlaup|Jökulhlaup		A water flow process which comprises a sudden‐onset high‐magnitude discharge of water and sediment from a glacial source
ENVO:01001669	mariculture process	ENVO:01000906|ENVO:02500031	aquaculture process|hydrological process	mariculture		An aquaculture process during which marine organisms are cultivated in the open ocean, an enclosure in the ocean, or in tanks, ponds or raceways which are filled with seawater.
ENVO:01001670	open cage mariculture process	ENVO:01001669	mariculture process			A mariculture process during which organisms are cultivated in cages which allow the passage of materials such as wastes, pathogens, antibiotics, and - should a containment breach occur - cultivated organisms themselves to and from the surrounding marine environment.
ENVO:01001719	katabatic wind	ENVO:01000793	atmospheric wind		envoAtmo	An atmospheric wind during which cold atmospheric gas flows downwards towards the surface of an astronomical body.
ENVO:01001720	downslope katabatic wind	ENVO:01001719	katabatic wind		envoAtmo	A katabatic wind during which atmospheric gas flows down the slope of an elevation, typically during periods of light larger-scale winds.
ENVO:01001721	cooling-driven katabatic wind	ENVO:01001719	katabatic wind		envoAtmo	A katabatic wind which is driven by the cooling and subsequent sinking of atmospheric gas masses.
ENVO:01001722	foehn wind	ENVO:01001720	downslope katabatic wind	Canterbury northwester.|aspre|austru|chinook|favogn|halny wiatr|ljuka|sky sweeper|zonda	envoAtmo	A downslope katabatic wind during which warm, dry atmospheric gas descends along the lee side of a mountain range as a result of synoptic-scale, cross-barrier flow over that range.
ENVO:01001723	adiabatic process	ENVO:02500000	environmental system process		envoAtmo	An environmental process during which a system does not thermally interact with its surroundings by virtue of a temperature difference between them.
ENVO:01001724	dry-adiabatic process	ENVO:01001723	adiabatic process		envoAtmo	An adiabatic process during which no condensation of water vapor occurs and no liquid water is present.
ENVO:01001725	moist-adiabatic process	ENVO:01001723|ENVO:02500031	adiabatic process|hydrological process	saturation-adiabatic process	envoAtmo	An adiabatic process which involves air saturated with water vapour and the presence of liquid water.
ENVO:01001726	fall wind	ENVO:01001719	katabatic wind	mistral|papagayo|vardar	envoAtmo	A katabatic wind during which the low temperature and increased density of a cold mass of atmospheric gas accelerates its descent.
ENVO:01001727	bora	ENVO:01001726	fall wind		envoAtmo	A fall wind which has a source so cold that, when the atmospheric gas reaches the lowlands or coast, the dynamic warming is insufficient to raise its temperature to the normal level for the region; hence it appears as a cold wind.
ENVO:01001728	squall wind	ENVO:01000793	atmospheric wind		envoAtmo	An atmospheric wind which rapidly forms, lasts for a duration in the order of minutes, and then rapidly decreases in speed.
ENVO:01001729	nautical squall	ENVO:01000877	atmospheric storm		envoAtmo	A storm which is nautical, localised, and of high severity local storm considered as a whole: that is, winds and cloud mass and (if any) precipitation, thunder and lightning.
ENVO:01001730	jet-effect wind	ENVO:01000793	atmospheric wind		envoAtmo	A wind which is driven by the acceleration of flow through a gap, constriction, or channel resulting from large-scale pressure gradient, or by Venturi acceleration through a constricting passage.
ENVO:01001731	mountain-gap wind	ENVO:01001730	jet-effect wind	düsenwind|kossava|tehuantepecer	envoAtmo	A jet-effect which passes through a gap, constriction, or channel between mountains in a mountain range or between ranges themselves.
ENVO:01001732	slope flow	ENVO:01000793	atmospheric wind		envoAtmo	An atmospheric wind which moves up or down a slope and is driven by heating or cooling of that slope.
ENVO:01001733	anabatic wind	ENVO:01001732	slope flow		envoAtmo	An upslope wind driven by heating at the slope surface under fair-weather conditions.
ENVO:01001734	insolation process	ENVO:01001023	radiation	incoming solar radiation|insolation		A process during which direct stellar radiation interacts with a planetary surface.
ENVO:01001735	cooling of a gas	ENVO:01001738	cooling of a fluid			A material cooling process during which a portion of gaseous environmental material loses thermal energy to its surroundings.
ENVO:01001736	cooling of a liquid	ENVO:01001738	cooling of a fluid			A material cooling process during which a portion of liquid environmental material loses thermal energy to its surroundings.
ENVO:01001737	cooling of a solid	ENVO:01001615	material cooling process			A material cooling process during which a portion of solid environmental material loses thermal energy to its surroundings.
ENVO:01001738	cooling of a fluid	ENVO:01001615	material cooling process			A material cooling process during which a portion of fluid environmental material loses thermal energy to its surroundings.
ENVO:01001739	warming of a fluid	ENVO:01001612	material warming process			A material warming process during which the thermal energy in a volume of fluid increases.
ENVO:01001740	warming of a gas	ENVO:01001739	warming of a fluid			A process of warming a fluid during which the thermal energy in a volume of gas increases.
ENVO:01001741	warming of a liquid	ENVO:01001739	warming of a fluid			A process of warming a fluid which includes a volume of liquid as a participant.
ENVO:01001742	warming of a solid	ENVO:01001612	material warming process			A material warming process during which the thermal energy in a mass of solid material increases.
ENVO:01001744	drainage wind	ENVO:01001720|ENVO:01001721	cooling-driven katabatic wind|downslope katabatic wind	gravity wind	envoAtmo	A downslope katabatic wind which is generated by the cooling of atmospheric gas in contact with terrain surfaces.
ENVO:01001746	glacier wind	ENVO:01001744	drainage wind		envoAtmo|envoPolar	A drainage wind which flows along the icy surface of a glacier.
ENVO:01001747	mass fluid flow	ENVO:01001334	advective transport process			An advective transport process during which a fluid moves.
ENVO:01001748	cyclonic circulation	ENVO:01001747	mass fluid flow	cyclonic rotation	envoAtmo|envoMarine|envoPolar	A mass fluid flow which moves  in the same direction as a planet's rotation, rotating due to a Coriolis effect.
ENVO:01001749	wind storm	ENVO:01000877	atmospheric storm			An atmospheric storm during which winds flow with increased rates.
ENVO:01001750	straight-line wind	ENVO:01000793	atmospheric wind	hurricane of the prairie|plough winds|thundergust		A wind storm during which strong gusts of wind occur, transporting atmospheric gas in a linear fashion.
ENVO:01001751	downburst	ENVO:01001758	downdraft			A downdraft which is of high intensity and which spreads radially, with high speed, across the planetary surface upon reaching it.
ENVO:01001752	dry macroburst	ENVO:01001755	macroburst			A macroburst during which no or very little rain is generated.
ENVO:01001753	wet macroburst	ENVO:01001755	macroburst			A macroburst during which large amounts of rain are generated.
ENVO:01001754	microburst	ENVO:01001751	downburst			A downburst during which high winds occur over an area less than four kilometres in diameter.
ENVO:01001755	macroburst	ENVO:01001751	downburst			A downburst during which high winds occur over an area larger than four kilometres in diameter.
ENVO:01001756	wet microburst	ENVO:01001754	microburst			A microburst during which large amounts of rain are generated.
ENVO:01001757	dry microburst	ENVO:01001754	microburst			A microburst during which no or very little rain is generated.
ENVO:01001758	downdraft	ENVO:01001719	katabatic wind			A katabatic wind which is sudden and strong.
ENVO:01001759	vibration process	ENVO:03000010	material transport process	vibration		A material transport process during which parts of an elastic material oscillate around their positions of equilibrium.
ENVO:01001760	seismic vibration process	ENVO:01001759	vibration process	seismic activity		A vibration process which occurs in the solid parts of an astronomical body as low-frequency acoustic waves pass through them.
ENVO:01001761	volcanic seismic vibration	ENVO:01001760	seismic vibration process	volcanic seismicity		A seismic vibration process which is caused by a volcanic eruption.
ENVO:01001762	impact-driven seismic vibration	ENVO:01001760	seismic vibration process			A seismic vibration process which is caused by the impact of a solid object on the surface of an astronomical body.
ENVO:01001763	impact event	ENVO:01001852	energy transfer process			An impact event is a collision between material entities, resulting in changes in one or both of those entities.
ENVO:01001764	explosion-driven seismic vibration	ENVO:01001760	seismic vibration process			A seismic vibration process which is caused by an explosion.
ENVO:01001765	mass-wasting-driven seismic vibration	ENVO:01001760	seismic vibration process			A seismic vibration process which is caused by mass wasting.
ENVO:01001766	collapse-driven seismic vibration	ENVO:01001760	seismic vibration process			A seismic vibration process which is caused by the collapose of a material entity, sending kinetic energy into astronomical body.
ENVO:01001767	structural collapse process	ENVO:01001852	energy transfer process			A process during which the ability of a material entity to maintain its internal organisation fails, resulting in deformation and a breakdown of that organisation.
ENVO:01001768	cave collapse	ENVO:01001767	structural collapse process			A structural collapse process during which the walls of cave are unable to support the load placed upon them.
ENVO:01001769	earthquake-driven seismic vibration	ENVO:01001760	seismic vibration process			A seismic vibration process which is caused by an earthquake.
ENVO:01001770	foreshock	ENVO:01000678	tectonic earthquake			A tectonic earthquake which precedes the strongest tectonic earthquake in a series, linked to the same release of energy in the crust.
ENVO:01001771	mainshock	ENVO:01000678	tectonic earthquake			A tectonic earthquake which 1) is embedded in a series of tectonic earthquakes, linked to the same release of energy in the crust and 2) has the largest magnitude of the series.
ENVO:01001772	aftershock	ENVO:01000678	tectonic earthquake			A tectonic earthquake which 1) is embedded in a series of tectonic earthquakes, linked to the same release of energy in the crust and 2) occurs after the mainshock.
ENVO:01001774	blind thrust earthquake	ENVO:01000678	tectonic earthquake			A tectonic earthquake which occurs along a thrust fault which does not breach the surface of an astronomical body.
ENVO:01001777	multiplet tectonic earthquake	ENVO:01000678	tectonic earthquake	multiplet earthquake		A tectonic earthquake which has two or more mainshocks of similar magnitude, and which originate from the same fracture zone and stress field.
ENVO:01001778	interplate earthquake	ENVO:01000678	tectonic earthquake			A tectonic earthquake which occurs at the boundary between two tectonic plates.
ENVO:01001779	intraplate earthquake	ENVO:01000678	tectonic earthquake			A tectonic earthquake which occurs within the interior parts of a tectonic plate.
ENVO:01001795	ecosystem process	ENVO:02500000	environmental system process			An environmental process either driven by or primarily impacting the parts or emergent properties of an ecosystem.
ENVO:01001824	ecological succession	ENVO:01001795	ecosystem process			An ecosystem process during which the species composition of an ecosystem gradually changes as species which are more adapted to the prevailing conditions in the ecosystem replace those which are less adapted.
ENVO:01001827	climactic ecological succession	ENVO:01001824	ecological succession			An ecological succession process during which 1) organisms in ecological communities possess high adaptation to the conditions in the ecosystem, 2) participant communities largely fill available niches, 3) individual organisms are typically replaced by others of the same species, 4) a near equilibrium is maintained between gross primary production and total respiration and across biogeochemical cycles.
ENVO:01001842	momentum transfer process	ENVO:01001852	energy transfer process			An environmental process during which momentum is transferred from one material entity to another.
ENVO:01001843	atmosphere-ocean momentum transfer process	ENVO:01001842	momentum transfer process		envoMarine	A momentum transfer process which unfolds as winds generate drag at the bottom of the atmosphere,coupled to dynamical forcing at the surface of the ocean.
ENVO:01001852	energy transfer process	ENVO:02500000	environmental system process			A process during which one entity loses energy to another entity.
ENVO:01001856	liquid accumulation process	ENVO:03000009	material accumulation process			A material accumulation process during which the volume of liquid entity increases.
ENVO:01001857	outgoing longwave radiation	ENVO:21001214	infrared radiation	outgoing long-wave radiation|terrestrial long-wave flux|up-welling long-wave radiation		An infrared radiation process which 1) transmits radiant energy has wavelengths between 3.0 and 100 μm, 2) is emitted from a planet and its atmosphere out to space in the form of thermal radiation.
ENVO:01001860	wind gust	ENVO:01000793	atmospheric wind	gust		An atmospheric wind which 1) has an increased rate relative to other winds in the same region and 2) is followed by a lull.
ENVO:01001861	shortwave radiation	ENVO:01001026	electromagnetic radiation	short-wave radiation		An electromagnetic radiation process during which radiant energy with wavelengths in the visible, near-ultraviolet, or near-infrared spectra is realised.
ENVO:01001864	photosynthetically active radiation	ENVO:01001026	electromagnetic radiation	PAR		Electromagnetic radidation which involves radiant energy in a spectral range (wave band) between 400 to 700 nanometers, that photosynthetic organisms are able to use in the process of photosynthesis.
ENVO:01001866	well intervention	ENVO:02500027	anthropogenic environmental process			A planned process during which an oil or gas well is modified.
ENVO:01001867	well stimulation	ENVO:01001866	well intervention			A well intervention during which the production of an oil or gas well is increased by improving the flow of hydrocarbons from the reservoir into the well bore.
ENVO:01001868	hydraulic fracturing	ENVO:01001867	well stimulation	frac'ing|fraccing|fracing|fracking|hydrofracking|hydrofracturing		A well stimulation technique during which bedrock formations are fractured through the injection of pressurized proppant-bearing liquid into a well-bore.
ENVO:01001875	debris flow following rainfall	ENVO:01000698	debris flow			A debris flow which is causally preceded by rainfall.
ENVO:01003007	percolation of water through soil	ENVO:01000982|ENVO:01003008	percolation|water flow process	water percolation through soil		Percolation during which water moves through the interstices of soil.
ENVO:01003008	percolation	ENVO:03000010	material transport process			A material transport process during which a fluid is filtered through porous soild or semi-solid materials.
ENVO:01003009	drainage process	ENVO:03000010	material transport process			A material transport process during which a liquid which is not absorbed or otherwise held in place by a material is transported away from its location.
ENVO:01003010	convective transport process	ENVO:03000010	material transport process			A material transport process which arises spontaneously due to physical heterogeneities in a portion of a material and forces which act throughout its volume.
ENVO:01003013	material diffusion process	ENVO:03000010	material transport process	diffusion		A material transport process during which material moves from a region of higher concentration to a region of lower concentration.
ENVO:01003014	irradiation	ENVO:01001852	energy transfer process			An energy transfer process during which a material entity receives energy through radiation.
ENVO:01003015	irradiation by ionizing radiation	ENVO:01003014	irradiation	irradiation by ionising radiation		Irradiation during which a material entity receives energy through ionizing radiation.
ENVO:01003016	irradiation by non-ionizing radiation	ENVO:01003014	irradiation	irradiation by non-ionising radiation		Irradiation during which a material entity receives energy through non-ionizing radiation.
ENVO:01003017	irradiation by photosynthetically active radiation	ENVO:01003016	irradiation by non-ionizing radiation			Irradiation during which a material entity receives energy through photosynthetically active radiation.
ENVO:02000121	peat extraction	ENVO:01000785|ENVO:02500031	hydrological process|material extraction process			
ENVO:02000122	peat drainage	ENVO:01000982|ENVO:01003009	drainage process|water flow process			A drainage process during which water is transported away from peat.
ENVO:02000125	transportation	ENVO:03000010	material transport process			A planned process that is the movement of people, animals and goods from one location to another.
ENVO:02500000	environmental system process					A process in which includes the components of an environmental system as participants.
ENVO:02500001	desertification	ENVO:02500005	land degradation			A type of land degradation in which terrestrial ecosystem becomes increasingly dry, typically losing its bodies of water as well as vegetation and wildlife.
ENVO:02500002	flooding	ENVO:01000982	water flow process		environmental_hazards	A general and temporary condition of partial or complete inundation of normally dry land areas from the overflow of inland and/or tidal waters, and/or the unusual and rapid accumulation or runoff of surface waters from any source. A great flow along a watercourse or a flow causing inundation of lands not normally covered by water.
ENVO:02500003	atmospheric process	ENVO:02500000	environmental system process			A process which occurs within an atmosphere.
ENVO:02500004	greenhouse effect	ENVO:02500003	atmospheric process		envoPolar	A process by which thermal radiation from a planetary surface is absorbed by atmospheric greenhouse gases, and is re-radiated in all directions. Since part of this re-radiation is back towards the surface and the lower atmosphere, it results in an elevation of the average surface temperature above what it would be in the absence of the gases.
ENVO:02500005	land degradation	ENVO:01001795	ecosystem process			A process which diminishes the functioning of an ecosystem located on land.
ENVO:02500007	ecosystem-wide photosynthesis	ENVO:01001795|ENVO:02500031	ecosystem process|hydrological process		envoPolar	A process which consists of all photosynthesis processes instantiated in an ecosystem.
ENVO:02500008	ecosystem-wide respiration	ENVO:02500000	environmental system process			A process which consists of all respiration processes instantiated in an ecosystem.
ENVO:02500009	biogeochemical cycling	ENVO:02500030	biogeochemical process		envoPolar	A biogeochemical process during which one or more chemical compounds are sequentially converted into a series of related compounds in a regularly repeating, periodic fashion.
ENVO:02500010	carbon cycling	ENVO:02500009	biogeochemical cycling	carbon cycle	envoPolar	A biogeochemical cycle which has carbon-bearing chemical entities as participants.
ENVO:02500011	afforestation	ENVO:02500032	planned revegetation			Establishment of a new forest by seeding or planting of nonforested land.
ENVO:02500012	deforestation	ENVO:01001795	ecosystem process	clearance|clearing		An ecosystem process during which the flora and fauna belonging to a forest are removed or destroyed.
ENVO:02500013	reforestation	ENVO:02500032	planned revegetation			The planting of trees in areas in where forests have previously been cleared.
ENVO:02500014	forest process	ENVO:01001795	ecosystem process			
ENVO:02500015	forest area expansion	ENVO:01001795	ecosystem process			
ENVO:02500018	algal bloom process	ENVO:01001795	ecosystem process		envoPolar	A process during which the populations in a community of algae in a marine or freshwater ecosystem undergo rapid growth, resulting in high concentrations of algal cells that occur only periodically and briefly in that ecosystem, relative to their concentrations through the majority of the planetary orbital period.
ENVO:02500021	algal bloom collapse	ENVO:01001795	ecosystem process			A process during which the rapid growth of algal populations that result in an algal bloom ceases, and cell densities begin to fall due to death, predation, and transport.
ENVO:02500022	algal bloom process phase	ENVO:01001795	ecosystem process			
ENVO:02500023	algal production	ENVO:01001795	ecosystem process			A process during which the algal cells constituting an algal bloom produce biomass from abiotic components during photosynthesis.
ENVO:02500024	accumulation of toxins from algal bloom process	ENVO:02500022	algal bloom process phase			
ENVO:02500025	degradation of toxins from algal bloom process	ENVO:02500022	algal bloom process phase			
ENVO:02500027	anthropogenic environmental process	ENVO:02500000	environmental system process			An environmental process which is driven by the action of humans.
ENVO:02500028	planetary erosion	ENVO:01001346	erosion		envoPolar	An action of exogenic processes (such as water flow or wind) which remove environmental material from one part of a planet's crust, transporting it to another location where it is deposited.
ENVO:02500029	bedrock dissolution	ENVO:02500028	planetary erosion			An erosional process in which bedrock is converted from its solid form into a solute by the action of some solvent.
ENVO:02500030	biogeochemical process	ENVO:02500000	environmental system process		envoPolar	A process during which chemicals that are involved in natural ecosystem processes are transported or transformed, and which impact the activity of biological entities
ENVO:02500031	hydrological process	ENVO:02500000	environmental system process			An environmental process which has water - in any of its states - as a participant.
ENVO:02500032	planned revegetation	ENVO:01001170	active ecosystem management process			A planned process during which human agents establish plant communities in ecosystems which have previously been, partially or wholly, stripped of existing plant communities.
ENVO:02500033	evapotranspiration	ENVO:01000982	water flow process			Evapotranspiration is the sum of evaporation and plant transpiration from the Earth's land and ocean surface to the atmosphere.
ENVO:02500034	evaporation	ENVO:01000622	vaporisation			Evaporation is a form of vaporisation which occurs when a portion of the surface layer of a liquid in contact with a gaseous material, which is not saturated with the evaporating substance, vaporises.
ENVO:02500035	transpiration	ENVO:03000146	water cooling			Transpiration is the process of water movement through a plant and its evaporation from aerial parts of that plant, such as from leaves but also from stems and flowers.
ENVO:02500036	environmental pollution	ENVO:02500000	environmental system process	pollution	environmental_hazards	An environmental system process that results in the introduction of contaminants into an environment.
ENVO:02500037	air pollution	ENVO:02500036	environmental pollution		environmental_hazards|envoPolar	A pollution process during which particulates or other contaminants are released into a portion of air.
ENVO:02500038	soil pollution	ENVO:02500036	environmental pollution		environmental_hazards|envoPolar	A pollution process during which contaminants are released into soil.
ENVO:02500039	water pollution	ENVO:02500036	environmental pollution		environmental_hazards|envoPolar	A pollution process during which contaminants are released into water.
ENVO:02500040	plastic pollution	ENVO:02500036	environmental pollution		environmental_hazards|envoPlastics|envoPolar	A pollution process during which plastic contaminants are released into an environmental material.
ENVO:02500044	urban pollution	ENVO:02500036	environmental pollution		environmental_hazards	A pollution process that results in increased levels of pollutants in an urban environment.
ENVO:03000003	nivation	ENVO:03000043	material transformation process		envoPolar	A material transformation process during which recently precipitated, powdery snow transitions into firn or névé through compaction and/or through cycles of freezing and thawing.
ENVO:03000006	glacial erosion process	ENVO:01001655|ENVO:02500028	glacial process|planetary erosion	glaciation	envoPolar	An erosion process during which the movement of a glacier across a terrestrial surface causes the removal of material from that surface.
ENVO:03000008	compaction process	ENVO:02500000	environmental system process		envoPolar	A physical process during which atoms, molecules, or other consituents of a material entity are forced closer together.
ENVO:03000009	material accumulation process	ENVO:02500000	environmental system process		envoPolar	A process during which the mass of one or more materials, present within a given site, increases.
ENVO:03000010	material transport process	ENVO:02500000	environmental system process		envoPolar	A process during which material is displaced from its original location and transported either to a new location or back to the original location.
ENVO:03000011	ice gain	ENVO:01001618	ice accumulation process	accumulation of ice|ice accumulation	envoPolar	A material accumulation process during which the mass of an existing ice mass increases.
ENVO:03000012	glacial transport process	ENVO:01001533|ENVO:01001655	glacial process|mass ice flow	glacial flow|glacial movement	envoPolar	A material transport process during which the snow and ice constituting a glacier, and anything contained within it, is transported down a slope by gravitation.
ENVO:03000016	material decumulation process	ENVO:02500000	environmental system process		envoPolar	A process during which a mass composed of one or more environmental materials, present within a given site, decreases.
ENVO:03000017	glacial ice loss	ENVO:01000915|ENVO:01001655|ENVO:02500031	glacial process|hydrological process|ice loss process		envoPolar	A process during which the mass of ice constituting a glacier decreases.
ENVO:03000020	aeolian transport process	ENVO:03000010	material transport process	eolian|æolian	envoPolar	A material transport process during which one or more environmental materials are transported by the action of wind.
ENVO:03000029	glacial ice gain	ENVO:01001655|ENVO:03000011	glacial process|ice gain		envoPolar	A process during which the mass of ice constituting a glacier increases.
ENVO:03000030	glacial ice calving process	ENVO:01000917|ENVO:01001655	glacial process|ice calving process	glacier calving	envoPolar	A process during which a part of a glacier breaks away from the main mass.
ENVO:03000031	iceberg calving process	ENVO:03000030	glacial ice calving process	glacier calving|iceberg calving	envoPolar	A process during which a part of a glacier breaks away from the main mass as an iceberg.
ENVO:03000032	calving of ice from an iceberg	ENVO:01000917	ice calving process		envoPolar	A process during which a part of an iceberg breaks away from the main mass.
