ID	label	subClassOf [ID]	subClassOf [LABEL]	SYNONYMS	inSubset	definition
ENVO:01000483	flat glass	ENVO:01000482	soda-lime glass	plate glass|sheet glass		Flat glass is a soda-lime glass which is composed of approximately 73% silicon dioxide (silica), 14% sodium oxide, 9% calcium oxide, 4% magnesium oxide, 0.15% aluminium oxide, 0.03% potassium oxide, 0.02% titanum dioxide, and 0.01% iron III oxide.
ENVO:01000484	container glass	ENVO:01000482	soda-lime glass			Container glass is a soda-lime glass which is composed of approximately 74% silicon dioxide (silica), 13% sodium oxide, 10.5% calcium oxide, 1.3% aluminium oxide, 0.3% potassium oxide, 0.2% sulphur trioxide, 0.2% magnesium oxide,  0.04% iron III oxide, and 0.01%  titanum dioxide.
ENVO:01000485	quartz glass	ENVO:01000481	silica-based glass	fused quartz|fused silica		Quartz glass is a glass which is composed of silica in amorphous (non-crystalline) form.
ENVO:01000508	salt material	ENVO:01000256	mineral material			
ENVO:01000537	atmospheric ozone	ENVO:01000797	gaseous environmental material	atmospheric ozone		Atmospheric ozone is an environmental material primarily composed of ozone in its gaseous form and present in an atmosphere.
ENVO:01000551	paraffin oil	ENVO:00002983	fuel oil	liquid paraffin|paraffin		A fuel oil which is 1) composed primarily of alkanes having between 5-15 carbon atoms with the general formula CnH2n+2, 2) is generally odorless or has only a slight odor, 3) produces only small amounts of soot relative to other fuel oils, 4) is highly refined.
ENVO:01000552	natural gas	ENVO:01000554	hydrocarbon gas			Natural gas is a hydrocarbon gas mixture consisting primarily of methane, but commonly includes varying amounts of other higher alkanes and sometimes a usually lesser percentage of carbon dioxide, nitrogen, and/or hydrogen sulfide. Natural gas is a fossil fuel formed when layers of buried plants and gases are exposed to intense heat and pressure over thousands of years.
ENVO:01000553	liquefied petroleum gas	ENVO:01000558	liquefied hydrocarbon gas	LP gas|LPG|liquid petroleum gas|liquified natural gas		Liquified petroleum gas or liquid petroleum gas (LPG or LP gas), also referred to as simply propane or butane, are flammable mixtures of hydrocarbon gases used as fuel in heating appliances, cooking equipment, and vehicles.
ENVO:01000554	hydrocarbon gas	ENVO:01000797|ENVO:2000045	gaseous environmental material|hydrocarbon-based environmental material		envoPolar	A gas that is primarily composed of hydrocarbon molecules.
ENVO:01000555	compressed natural gas	ENVO:01000552	natural gas			Compressed natural gas is a natural gas stored at high pressures, typically 20–25 Megapascals.
ENVO:01000556	biogas	ENVO:01000554	hydrocarbon gas			Biogas is a mixture of different gases produced by the breakdown of organic matter in the absence of oxygen,  is primarily composed of methane and carbon dioxide, and may have small amounts of hydrogen sulfide, water, and siloxanes.
ENVO:01000557	liquefied natural gas	ENVO:01000558	liquefied hydrocarbon gas	LNG|liquified natural gas		Liquefied natural gas (LNG) is natural gas (predominantly methane, CH4) that has been converted to liquid form for ease of storage or transport. It takes up about 1/600th the volume of natural gas in the gaseous state. It is odorless, colorless, non-toxic and non-corrosive. LNG achieves a higher reduction in volume than compressed natural gas (CNG) so that the (volumetric) energy density of LNG is 2.4 times greater than that of CNG or 60 percent of that of diesel fuel.
ENVO:01000558	liquefied hydrocarbon gas	ENVO:01000815|ENVO:2000045	hydrocarbon-based environmental material|liquid environmental material		envoPolar	
ENVO:01000559	compressed biogas	ENVO:01000556	biogas			Compressed biogas is biogas stored at increased pressures.
ENVO:01000560	charcoal	ENVO:01000155|ENVO:01000814|ENVO:2000045	hydrocarbon-based environmental material|organic material|solid environmental material			Charcoal is a light, black residue, consisting of carbon and any remaining ash, obtained by removing water and other volatile constituents from animal and vegetation substances. Charcoal is usually produced by slow pyrolysis, the heating of wood or other substances in the absence of oxygen.
ENVO:01000575	wax	ENVO:00010483	environmental material			A wax is an environmental material which is primarily composed of lipids or other organic compounds that consist of long alkyl chains. Waxes are are malleable near ambient temperatures and melt at approximately 45 degrees Celsius.
ENVO:01000599	river water	ENVO:03605006	stream water			
ENVO:01000600	rainwater	ENVO:00002011	fresh water			Rainwater is liquid water which has precipitated in the form of droplets through the condensation of atmospheric water vapour.
ENVO:01000628	plant litter	ENVO:01000155	organic material	duff|leaf litter|litterfall|soil litter|tree litter		Leaf litter is dead plant material, such as leaves, bark, needles, and twigs, that has fallen to the ground.
ENVO:01000637	outer space	ENVO:00010483	environmental material	space	envoAstro	Outer space is a hard vacuum containing a low density of particles, predominantly a plasma of hydrogen and helium as well as electromagnetic radiation, magnetic fields, neutrinos, dust and cosmic rays that exists between celestial bodies.
ENVO:01000648	magma	ENVO:02000140	fluid environmental material			Magma is a mixture of molten or semi-molten rock, volatiles, and solids that is found beneath the uppermost solid layer of a planetary body. Besides molten rock, magma may also contain suspended crystals, dissolved gas and sometimes gas bubbles.
ENVO:01000660	tephra	ENVO:01000814	solid environmental material			Tephra is fragmental material produced by a volcanic eruption regardless of composition, fragment size or emplacement mechanism.
ENVO:01000661	tuff	ENVO:00001995	rock			Tuff is a type of rock made of volcanic ash ejected from a vent during a volcanic eruption.
ENVO:01000662	scoria	ENVO:00001995	rock	cinder		Scoria is a highly vesicular, dark colored volcanic rock that may or may not contain crystals.
ENVO:01000663	pumice	ENVO:00001995	rock			Pumice is a volcanic rock that consists of highly vesicular rough textured volcanic glass, which may or may not contain crystals.
ENVO:01000676	contaminated air	ENVO:00002005	air			Contaminated air is air which has sufficient concentrations of environmental pollutants such that it may adversely affect a given ecosystem.
ENVO:01000681	sodium chloride salt	ENVO:01000508	salt material	salt	envoPolar	A mineral material composed primarily of sodium chloride.
ENVO:01000701	volcanic ash	ENVO:02000090	ash			Volcanic ash is an environmental material which consists of fragments of pulverized rock, minerals, and volcanic glass, created during volcanic eruptions and measuring less than 2 millimetres in diameter. Volcanic ash is formed during explosive volcanic eruptions, phreatomagmatic eruptions and during transport in pyroclastic density currents.
ENVO:01000722	meltwater	ENVO:00002006	liquid water			Meltwater is the water released by the melting of snow or ice, including glacial ice, tabular icebergs and ice shelves over oceans.
ENVO:01000751	bedrock	ENVO:00001995	rock			A lithified mass of rock that lies under the loose softer material (regolith) at the surface of the Earth or other terrestrial planet.
ENVO:01000770	carbon dioxide emission	ENVO:01000451	atmospheric carbon dioxide			A volume of carbon dioxide gas emitted by a carbon dioxide emission process.
ENVO:01000789	flame	ENVO:01000797	gaseous environmental material			A portion of gas which is emitted by a fire or other exothermic reaction, is of increased temperature, and typically emits light in the visible range.
ENVO:01000790	hydrocarbon flame	ENVO:01000789	flame			A flame which is produced by the combustion of hydrocarbon fuel.
ENVO:01000797	gaseous environmental material	ENVO:02000140	fluid environmental material	gas		A material entity which is composed of one or more chemical entities and has neither independent shape nor volume but tends to expand indefinitely.
ENVO:01000798	plasma	ENVO:02000140	fluid environmental material			A material entity which is composed of a volume of unbound positive and negative particles in roughly equal numbers, conducts electricity, and possesses internal magnetic fields.
ENVO:01000814	solid environmental material	ENVO:00010483	environmental material			An environmental material which is in a solid state.
ENVO:01000815	liquid environmental material	ENVO:02000140	fluid environmental material		envoPolar	An environmental material which is in a liquid state.
ENVO:01000828	humid air	ENVO:00002005	air			Air which has increased levels of water vapour.
ENVO:01000829	water vapour saturated air	ENVO:01000828	humid air	water-vapour-saturated air|wet air		Air which has a partial pressure of water vapour equal or near equal to its equilibrium vapor pressure at a given temperature.
ENVO:01000838	smoke	ENVO:00010505	aerosol			
ENVO:01000842	smog	ENVO:01000844	fog			A fog which is intermixed with smoke or other combustion products and their derivatives.
ENVO:01000844	fog	ENVO:01001088|ENVO:01001652	aerosolised liquids|atmospheric aerosol	haar	envoCryo	A visible mass of cloud water droplets or ice crystals suspended in the air at or near the surface of an astronomical body.
ENVO:01000845	crystal	ENVO:01000814	solid environmental material			A solid material whose constituents, such as atoms, molecules or ions, are arranged in a highly ordered microscopic structure, forming a crystal lattice that extends in all directions.
ENVO:01000846	water ice crystal	ENVO:01000845	crystal	ice crystal	envoPolar	A crystal which is primarily composed of water ice.
ENVO:01000847	hair ice	ENVO:01000277	water ice	frost beard|ice wool	envoPolar	A type of water ice that forms on dead wood with the assistance of the fungus Exidiopsis effusa and takes the shape of fine, silky hair.
ENVO:01000850	clathrate material	ENVO:01000845	crystal	clathrate compound material|clathrate crystal material	envoPolar	A material which is primarily composed of a substance arranged as a lattice which can trap or contain other molecules.
ENVO:01000851	methane clathrate	ENVO:01000850	clathrate material	fire ice|gas hydrate|hydromethane|methane hydrate|methane ice|natural gas hydrate	envoPolar	A clathrate material in which a large amount of methane is trapped within a crystal structure of water, forming a solid similar to ice.
ENVO:01000853	marl	ENVO:01000256	mineral material			Marl is a mass of calcium carbonate derived from mollusk shells and mixed with silt and clay.
ENVO:01000872	ballast water	ENVO:00002006	liquid water			Ballast water is water contained in the ballast tanks of sea-going vessels.
ENVO:01000939	time crystal	ENVO:00010483	environmental material	space-time crystal		An open system in non-equilibrium with its environment that exhibits time translation symmetry breaking.
ENVO:01000940	fissure water	ENVO:00002006	liquid water	fracture water		Water which is partially contained within a fissure or a geological fracture.
ENVO:01000962	diatomite	ENVO:00002016	sedimentary rock	D.E.|diatomaceous earth|kieselguhr|kieselgur		A sedimentary rock which is primarily composed of the fossilized, siliceous remains of diatoms mixed with varying amounts of other clays and minerals.
ENVO:01000964	industrial wastewater	ENVO:00002001	waste water			Wastewater which is produced by industrial activity and which contains chemical contaminants other than those associated with urine and fecal matter.
ENVO:01001004	groundwater	ENVO:00005792	underground water	ground water		Underground water which is located in pore spaces found in rock or unconsolidated deposits such as soil, clay, or gravel.
ENVO:01001018	hypereutrophic water	ENVO:00002224	eutrophic water			Water which has a very high concentration of nutrients.
ENVO:01001028	sediment permeated by freshwater	ENVO:00002007	sediment		envoEmpo|envoOmics	Sediment which has its porespace filled by water which has very low levels of sodium chloride and/or other salts.
ENVO:01001036	sediment permeated by saline water	ENVO:00002007	sediment		envoEmpo|envoOmics	Sediment which has its porespace filled by water with increased levels of sodium chloride and other salts.
ENVO:01001037	slightly saline water	ENVO:00002010	saline water	slightly salty water		Water which contains a slightly increased concentration of dissolved salts, relative to their concentration in freshwater.
ENVO:01001038	moderately saline water	ENVO:00002010	saline water	moderately salty water		Water which contains a moderately increased concentration of dissolved salts, relative to their concentration in freshwater.
ENVO:01001039	highly saline water	ENVO:00002010	saline water	highly salty water		Water which contains a highly increased concentration of dissolved salts, relative to their concentration in freshwater.
ENVO:01001059	mock community culture	ENVO:02000008	cell culture	Mock community	envoEmpo|envoOmics	A cell culture which is composed of a microbial community of known composition.
ENVO:01001060	single strain cell culture	ENVO:02000008	cell culture	Single strain	envoEmpo|envoOmics	A cell culture which is composed of a single population of bacterial or archaeal cells.
ENVO:01001063	oxic water	ENVO:00002006	liquid water			Water which has an appreciable concentration of dissolved oxygen.
ENVO:01001064	hypoxic water	ENVO:00002006	liquid water			Water which has low levels of dissolved oxygen.
ENVO:01001069	metallic material	ENVO:00010483	environmental material	metal		A material which is composed primarily of one or more pure metals and which shows their properties.
ENVO:01001088	aerosolised liquids	ENVO:00010505|ENVO:02000140	aerosol|fluid environmental material	liquid aerosol	envoAtmo	An aerosol which has non-gaseous parts that are primarily composed of liquid droplets.
ENVO:01001089	aerosolised solids	ENVO:00010505	aerosol	solid aerosol	envoAtmo	An aerosol which has non-gaseous parts that are primarily composed of solid particles.
ENVO:01001103	detritus	ENVO:01000155	organic material			An organic material which is primarily composed of dead particulate matter.
ENVO:01001113	forage material	ENVO:0010003	agricultural environmental material	forage		Material which is primarily conposed of the vegetation present in tended pastures: mainly grasses, with an interspersion of legumes and other forbs.
ENVO:01001116	bovine dairy liquid manure	ENVO:00003031	animal manure			Manure which has been collected directly or indirectly from dairy cattle, as from flushing of manure from concrete feed lanes, free stalls, and milking facilities.
ENVO:01001117	poultry manure	ENVO:00003031	animal manure			Manure which is composed primarily of the feces of poultry.
ENVO:01001118	heat-treated animal manure	ENVO:00003031	animal manure			Manure which has been subjected to heat treatment for solidification and/or sterilization purposes.
ENVO:01001119	composted animal manure	ENVO:00003031	animal manure			Manure which has been subjected to a natural process of 'rotting' or decomposition of its organic matter content by microorganisms under controlled conditions.
ENVO:01001121	plant matter	ENVO:01000155|ENVO:01000814	organic material|solid environmental material			Organic material which is primarily composed of plant structures, living or dead.
ENVO:01001125	ice	ENVO:01000814	solid environmental material			An ice is an environmental material which is either frozen or which is maintained in a solid state by gravitational forces or pressure.
ENVO:01001126	astrogeological ice	ENVO:01001154	volatile astrogeological material	ice	envoAstro	An astrogeological volatile which is composed primarily of chemical compounds with freezing points above an approximate threshold of 100 Kelvin.
ENVO:01001138	carbon dioxide ice	ENVO:01001125	ice	dry ice	envoAstro	Ice which is primarily composed of carbon dioxide.
ENVO:01001139	methane ice	ENVO:01001125|ENVO:2000045	hydrocarbon-based environmental material|ice		envoAstro	Ice which is primarily composed of methane.
ENVO:01001140	ammonia ice	ENVO:01001125	ice		envoAstro	Ice which is primarily composed of ammonia.
ENVO:01001141	carbon monoxide ice	ENVO:01001125	ice		envoAstro	Ice which is primarily composed of carbon monoxide.
ENVO:01001154	volatile astrogeological material	ENVO:00010483	environmental material	volatile	envoAstro	A material which is composed primarily of chemical elements and compounds with relatively low boiling points, equilibrium condensation temperatures below 1300 Kelvin, and which are part of the crust or atmosphere of a moon or planet.
ENVO:01001155	astrogeological gas	ENVO:01001154	volatile astrogeological material	gas	envoAstro	An astrogeological volatile which is composed primarily of chemical compounds with boiling points around those of hydrogen and helium.
ENVO:01001156	refractory astrogeological material	ENVO:00010483	environmental material	refractory material	envoAstro	A material which is composed primarily of chemical elements and compounds which have equilibrium condensation temperatures above approximately 1300 Kelvin and which are part of the crust or atmosphere of a moon or planet.
ENVO:01001185	acidic soil	ENVO:00001998	soil			Soil which has increased levels of molecules or ions capable of donating a hydron (proton or hydrogen ion) to other chemical entities, or, alternatively, capable of forming covalent bonds with other chemicals via the acceptance of an electron pair, resulting in a bulk pH measurement of less than 7.
ENVO:01001186	acidic volcanic ash	ENVO:01000701	volcanic ash			Volcanic ash which has increased levels of molecules or ions capable of donating a hydron (proton or hydrogen ion) to other chemical entities, or, alternatively, capable of forming covalent bonds with other chemicals via the acceptance of an electron pair, resulting in a bulk pH measurement of less than 7.
ENVO:01001189	algal material	ENVO:01000155	organic material			
ENVO:01001190	brown sea ice	ENVO:00002200	sea ice	brownish colored sea ice		Sea ice which has a brown colouration, either due to 1) the presence of pigments which are or were contained in the members of ecological assemblages, such as algal communities, living or trapped within the ice or 2) due to the presence of trapped sediments.
ENVO:01001202	alluvium	ENVO:00010483	environmental material			Soil or sediment which has been eroded and influenced by flowing water and redeposited in a non-marine setting.
ENVO:01001203	alluvial sediment	ENVO:00002007	sediment			Sediment which has been transported by flowing water and redeposited in a non-marine setting.
ENVO:01001204	alluvial deposit	ENVO:00001995	rock			A rock which is formed as a result of the lithification of alluvium.
ENVO:01001231	kerogen	ENVO:01000155|ENVO:01000814	organic material|solid environmental material			Organic material which is in a solid phase and contained in sedimentary rock.
ENVO:01001232	sapropelic kerogen	ENVO:01001231	kerogen			Kerogen which cotains alginite, amorphous organic matter, cyanobacteria, freshwater algae, and land plant resins, thus having a hydrogen to carbon ratio above 1.25, and oxygen to carbon ratio below 0.15, readily produces liquid hydrocarbons, has reduced concentrations of aromatic structures, and primarily derived from proteins and lipids.
ENVO:01001233	labile kerogen	ENVO:01001231	kerogen			Kerogen from which heavy hydrocarbons (such as oils) are derived following chemical break down.
ENVO:01001234	recalcitrant kerogen	ENVO:01001231	kerogen			Kerogen from which light hydrocarbons (such as hydrocarbon gases) are derived following chemical break down.
ENVO:01001235	planktonic kerogen	ENVO:01001231	kerogen			Kerogen which is enriched in sulfur compounds, has a hydrogen to carbon ratio under 1.25, an oxygen to carbon ratio between 0.03 and 0.18, derives into mixtures of hydrocarbon gas and oil, and derives from marine organic materials (primarily lipids) which are formed in reducing environments.
ENVO:01001236	sulfrous kerogen	ENVO:01001235	planktonic kerogen			Planktonic kerogen which has high concentrations of sulfur compounds.
ENVO:01001237	humic kerogen	ENVO:01001231	kerogen			Kerogen which derives from land plants, resembles wood or coral in structure, has a hydrogen to carbon ratio under 1, an oxygen to carbon ratio between 0.03 to 0.3, and which primarily produces coal or hydrocarbon gas on degradation.
ENVO:01001238	residual kerogen	ENVO:01001231|ENVO:2000045	hydrocarbon-based environmental material|kerogen			Kerogen which has a hydrogen to carbon ratio less than  0.5 and primarily composed of polycyclic aromatic hydrocarbons.
ENVO:01001257	saline shrimp pond water	ENVO:00002010	saline water			Saline water which is derived from sea water and used during the cultivation of crustaceans.
ENVO:01001258	vog	ENVO:01000844	fog			A fog which is composed of liquid aerosols and gases derived from volcanic gas emissions (primarily sulfur oxides), formed when sulfur-bearing gases react with sunlight, oxygen, and moisture in an atmosphere.
ENVO:01001267	stormwater	ENVO:00002006	liquid water	storm water		Water which accumulates on a solid surface during precipitation events and snow/ice melt.
ENVO:01001268	urban stormwater	ENVO:01001267	stormwater	urban storm water		Stormwater which accumulates in an urban ecosystem.
ENVO:01001270	rural stormwater	ENVO:01001267	stormwater	rural storm water		Stormwater which accumulates in a rural ecosystem.
ENVO:01001282	silica dust	ENVO:00002008	dust			Dust which is composed primarily of slicon dioxide.
ENVO:01001283	aluminium dust	ENVO:00002008	dust			Dust which is primarily composed of aluminium particles.
ENVO:01001284	barium dust	ENVO:00002008	dust			Dust which is primarily composed of barium particles.
ENVO:01001285	talc dust	ENVO:00002008	dust			Dust which is primarily composed of hydrated magnesium silicate (talc) particles.
ENVO:01001286	slate dust	ENVO:00002008	dust			Dust which is primarily composed of slate particles.
ENVO:01001288	kaolin dust	ENVO:02000100	mineral dust	kaolinite dust		Dust which is primarily composed of kaolinite particles.
ENVO:01001391	gill tissue material	ENVO:01000155	organic material			
ENVO:01001392	mussel gill tissue material	ENVO:01001391	gill tissue material			
ENVO:01001393	Bathymodiolus gill tissue material	ENVO:01001392	mussel gill tissue material			
ENVO:01001395	necromass	ENVO:01000155	organic material	dead biological matter|dead biomass		Biomass which is composed primarily of dead organisms, their parts, or their organic derivatives.
ENVO:01001396	abyssal clay	ENVO:00002982	clay			Clay which is part of an abyssal plain.
ENVO:01001397	ultisol	ENVO:00001998	soil	red clay soil		A soil which has high mineral content and which contain no calcareous material, have less than 10% weatherable minerals its surface layer, and have less than 35% base saturation throughout its volume.
ENVO:01001402	haze	ENVO:01001089|ENVO:01001652	aerosolised solids|atmospheric aerosol		envoAtmo	An aersolised mass of dust, smoke, or other dry particulates which scatters visible light thus obsscuring visibility through an atmosphere.
ENVO:01001458	mist	ENVO:01001088|ENVO:01001652	aerosolised liquids|atmospheric aerosol			A visible mass of water droplets or ice crystals suspended in the air at or near a planetary surface, formed when humid air cools rapidly.
ENVO:01001511	freshwater ice	ENVO:01000277|ENVO:02000140	fluid environmental material|water ice			
ENVO:01001512	congelation sea ice	ENVO:00002200	sea ice	black ice		Sea ice which 1) has formed on the submerged surface (i.e. the base) of an existing mass of sea ice and 2) is composed of columnar crystals due to the downward growth of the crystals into the water.
ENVO:01001513	permafrost congelation ice	ENVO:01000277	water ice			Water ice which has formed in a mass of permafrost.
ENVO:01001514	congelation ice in a fresh water body	ENVO:01001515	freshwater congelation ice	black ice		Freshwater ice which forms downward from the surface of a freshwater water body and is transparent due to a reduced number of air bubbles trapped in its mass.
ENVO:01001515	freshwater congelation ice	ENVO:01001511	freshwater ice			Freshwater ice which forms on a solid substrate through the freezing of freshwater.
ENVO:01001516	ice cave congelation ice	ENVO:01001515	freshwater congelation ice			Freshwater congelation ice which has formed on a solid substrate in an ice cave.
ENVO:01001523	frazil	ENVO:03000063	new ice	frazil crystals|needle ice	envoPolar	Small, needle-like (spicules), plate-like, or discoid crystals derived from nearly pure fresh water, suspended in a water body.
ENVO:01001525	hard-frozen soil	ENVO:01000814|ENVO:01001526	frozen soil|solid environmental material			Frozen soil which is firmly cemented by water ice, is subject to brittle failure, and exhibits practically no consolidation under load.
ENVO:01001526	frozen soil	ENVO:00001998	soil			Soil which is below the freezing point of water.
ENVO:01001527	plastic-frozen soil	ENVO:01001526	frozen soil			Frozen soil which is cemented by water ice but has viscous properties due to its high, unfrozen water content and therefore will compress and deform under load.
ENVO:01001528	friable-frozen soil	ENVO:01000814|ENVO:01001526	frozen soil|solid environmental material	dry-frozen soil		Frozen soil which has very low total water content and is not cemented by ice; its compressibility is the same as that of unfrozen soils having the same composition, total water content and density.
ENVO:01001557	water-body-derived ice	ENVO:01000277	water ice			Ice which has formed as the result of freezing of water which was part of a water body.
ENVO:01001560	colloidal suspension	ENVO:00010483	environmental material	colloid		An environmental material which is primarily composed of a dispersed phase of insoluable particles, approximately between 1 nanometer and 1 micrometer in maximum dimension, distributed throughout a material acting as a medium of suspension.
ENVO:01001561	gel	ENVO:01000814	solid environmental material			An environmental material which is solid, jelly-like, and exhibits no flow when in steady state material and which contains liquid dispersed in and held in place by cross-linked structures of a solid medium.
