ID	label	subClassOf [ID]	subClassOf [LABEL]	SYNONYMS	inSubset	definition
ENVO:01000114	boulder sediment	ENVO:00002007	sediment			Sediment characterised by an average particle diameter greater than 256 mm.
ENVO:01000115	cobble sediment	ENVO:00002007	sediment			Sediment characterised by an average particle diameter between 64 and 256 mm.
ENVO:01000116	pebble sediment	ENVO:00002007	sediment			Sediment characterised by an average particle diameter between 4 and 32 mm.
ENVO:01000117	granular sediment	ENVO:00002007	sediment			Sediment characterised by an average particle diameter between 2 and 4 mm.
ENVO:01000118	sandy sediment	ENVO:00002007	sediment			Sediment characterised by an average particle diameter between 62.5 micrometers and 2 mm.
ENVO:01000119	silty sediment	ENVO:00002007	sediment			Sediment characterised by an average particle diameter between 3.9 and 62.5 micrometers.
ENVO:01000120	clay sediment	ENVO:00002007	sediment			Sediment characterised by an average particle diameter between 1 and 3.9 micrometers.
ENVO:01000121	colloidal sediment	ENVO:00002007	sediment			Sediment characterised by an average particle diameter below 1 micrometer.
ENVO:01000131	mesophilic sediment	ENVO:00002007	sediment			Sediment characterised by a temperature of 15-45 degrees Celsius and high-to-low oxygenation. Often impacted by hydrothermal fluid flows.
ENVO:01000132	thermophilic sediment	ENVO:00002007	sediment			Sediment characterised by a temperature of 45-75 degrees Celsius and low to no oxygen content. Often impacted by hydrothermal fluid flows.
ENVO:01000133	hyperthermophilic sediment	ENVO:00002007	sediment			Sediment characterised by a temperature of 80-125 degrees Celsius and no oxygen content. Often impacted by hydrothermal fluid flows.
ENVO:01000134	hydrothermal fluid	ENVO:00002141	leachate			High temperature water ejected from hydrothermal vents and laden with dissolved metals and minerals as a result of percolation through crustal rocks.
ENVO:01000135	nitrate-reducing sediment	ENVO:00002045	anaerobic sediment		envoPolar	Sediment hosting and characterised by active nitrate reducing microbial communities.
ENVO:01000151	manganese-reducing sediment	ENVO:00002045	anaerobic sediment		envoPolar	Sediment hosting and characterised by active manganese reducing microbial communities.
ENVO:01000152	iron-reducing sediment	ENVO:00002045	anaerobic sediment		envoPolar	Sediment hosting and characterised by active iron reducing microbial communities.
ENVO:01000153	sulphate-reducing sediment	ENVO:00002045	anaerobic sediment		envoPolar	Sediment hosting and characterised by active sulphate reducing microbial communities.
ENVO:01000154	carbon dioxide-reducing sediment	ENVO:00002045	anaerobic sediment		envoPolar	Sediment hosting and characterised by active carbon dioxide reducing microbial communities.
ENVO:01000155	organic material	ENVO:00010483	environmental material	biomass		Environmental material derived from living organisms and composed primarily of one or more biomacromolecules.
ENVO:01000156	biofilm material	ENVO:01000155	organic material			Material derived from a biofilm, an aggregate of microorganisms in which cells adhere to each other and/or to a surface. These adherent cells are frequently embedded within a self-produced matrix of extracellular polymeric substance (EPS). Biofilm EPS, which is also referred to as slime, is a polymeric conglomeration generally composed of extracellular DNA, proteins, and polysaccharides in various configurations.
ENVO:01000157	microbial mat material	ENVO:01000155	organic material		envoPolar	Material derived from a microbial mat, a multi-layered sheet of micro-organisms, mainly bacteria and archaea. Microbial mats create a wide range of internal chemical environments.
ENVO:01000158	marine snow	ENVO:01001103	detritus		envoPolar	Marine snow is a continuous shower of mostly organic detritus falling from the upper layers of the water column. Its origin lies in activities within the productive photic zone.
ENVO:01000173	anoxic water	ENVO:00002006	liquid water	anaerobic water|reducing water		Water which lacks dissolved oxygen.
ENVO:01000231	lava	ENVO:00010483	environmental material			Lava is a mixture of molten or semi-molten rock, volatiles, and solids which has extruded beyond a planetary crust.
ENVO:01000232	felsic lava	ENVO:01000231	lava	silicic lava		Felsic lava is lava which is high in silica (> 69 percent by weight), aluminium, potassium, sodium, and calcium, forming a polymerized liquid rich in feldspar and quartz. Felsic lava has a  higher viscosity than other magma types. Felsic magmas can erupt at temperatures as low as 650 to 750 °C. Unusually hot (>950 °C) rhyolite lavas, however, may flow for distances of many tens of kilometres
ENVO:01000233	intermediate lava	ENVO:01000231	lava	andesitic lava		Intermediate lava is lava which, relative to felsic lava, is lower in aluminium and silica (between 52 and 63 percent by weight), and usually somewhat richer in magnesium and iron. The temperature of intermediate lava ranges from 750 to 950 degrees Celsius, destroying polymerized bonds and promoting more fluid behaviour relative to felsic lavas and also a greater tendency to form phenocrysts. Higher iron and magnesium tends to manifest as a darker groundmass, and also occasionally amphibole or pyroxene phenocrysts.
ENVO:01000234	mafic lava	ENVO:01000231	lava	basaltic lava		Mafic lava is lava which, relative to other lava types other than ultramafic lava, has a  high ferromagnesian content and low aluminium and silica content, with silca making up between 45 and 52 percent of its weight. Mafic lava generally erupts at temperatures in excess of 950 degrees Celsius. The high temperature and low polymerisation in mafic lava favors low viscosity and chemical diffusion, promoting the formation of large, well-formed phenocrysts.
ENVO:01000235	ultramafic lava	ENVO:01000231	lava			Ultramafic lava is lava which, relative to other lava types, has very high magnesium oxide content and less than 45 percent silica by weight is thought to have erupted at temperatures of 1600 degrees Celsius. Due to its high temperature and composition, the viscosity of ultramafic lava is very low.
ENVO:01000236	basalt	ENVO:00002013	igneous rock			Basalt is a volcanic rock which is formed by the rapid cooling of basaltic lava.
ENVO:01000256	mineral material	ENVO:01000814	solid environmental material			A mineral material is an environmental material which is primarily composed of some substance that is naturally occurring, solid and stable at room temperature, representable by a chemical formula, usually abiogenic, and that has an ordered atomic structure.
ENVO:01000266	water vapour	ENVO:01000797	gaseous environmental material	aqueous vapor|aqueous vapour|water vapor		Water vapour is a vapour which is the gas phase of water.
ENVO:01000268	atmospheric water vapour	ENVO:01000266	water vapour	atmospheric water vapor	envoPolar	Atmospheric water vapour is water vapour that is part of an atmosphere.
ENVO:01000269	siltstone	ENVO:01000271	clastic sedimentary rock			A sedimentary rock which is composed mainly of silt. This rock has a grainsize in the silt range, finer than sandstone and coarser than claystones.
ENVO:01000270	claystone	ENVO:01000271	clastic sedimentary rock			A clastic sedimentary rock which is composed primarily of clay sized particles.
ENVO:01000271	clastic sedimentary rock	ENVO:00002016	sedimentary rock			Clastic sedimentary rocks are sedimentary rocks that are composed of silicate minerals and rock fragments that were transported by moving fluids. Clastic rocks are composed largely of quartz, feldspar, rock (lithic) fragments, clay minerals, and mica; numerous other minerals may be present as accessories and may be important locally.
ENVO:01000272	mudstone	ENVO:01000271	clastic sedimentary rock			A mudstone is a clastic sedimentary rock which contains a mixture of at least one third of silt- and one third of clay-sized particles.
ENVO:01000273	lime mudstone	ENVO:00002053	limestone	calcilutite|cementstone		Lime mudstone is a limestone which is primarily composed of either clay-size or both silt-size and clay-size detrital (transported) carbonate grains.
ENVO:01000274	slate	ENVO:00002017	metamorphic rock			Slate is a metamorphic rock which is fine-grained, foliated, homogeneous, Slates are derived from clastic sedimentary rocks.
ENVO:01000277	water ice	ENVO:01000814|ENVO:01001125	ice|solid environmental material	ice	envoPolar	Ice is water frozen into a solid state. It can appear transparent or opaque bluish-white color, depending on the presence of impurities or air inclusions. The addition of other materials such as soil may further alter its appearance.
ENVO:01000301	estuarine water	ENVO:00002019	brackish water			Brackish water which is part of an estuary.
ENVO:01000349	root matter	ENVO:01000155	organic material			An organic material primarily composed of a portion of plant root.
ENVO:01000350	autoclaved sand	ENVO:01000017	sand			Autoclaved sand is sand that has been sterlised by exposure to high pressure saturated steam at at least 121 degrees Celsius.
ENVO:01000356	granite	ENVO:00002013	igneous rock			A portion of granite is a portion of igneous  rock which  is intrusive, felsic, granular, and phaneritic.
ENVO:01000357	alkaline water	ENVO:00002006	liquid water			A portion of alkaline water is a portion of water with a pH greater than 7.
ENVO:01000358	acidic water	ENVO:00002006	liquid water			A portion of acidic water is a portion of water with a pH less than 7.
ENVO:01000371	agricultural waste material	ENVO:00002264	waste material	agricultural waste		Agricultural waste is waste produced as a result of various agricultural operations. It includes manure and other wastes from farms, poultry houses and slaughterhouses; harvest waste; fertilizer run- off from fields; pesticides that enter into water, air or soils; and salt and silt drained from fields.
ENVO:01000372	household waste material	ENVO:00002264	waste material	household waste		Household waste refers to waste material usually generated in the residential environment. Waste with similar characteristics may be generated in other economic activities and can thus be treated and disposed of together with household waste.
ENVO:01000373	biological waste material	ENVO:00002264	waste material	biological waste		Biological waste is waste containing mostly natural organic materials (remains of plants, animal excrement, biological sludge from waste-water treatment plants and so forth).
ENVO:01000404	manufactured plastic	ENVO:0010001|ENVO:01000814	anthropogenic environmental material|solid environmental material		envoPolar	A (portion of) plastic is an (portion of) anthropogenic environmental material including any of numerous organic synthetic or processed materials which are primarily composed of thermoplastic or thermosetting polymers of high molecular weight.
ENVO:01000405	respirable suspended particulate matter	ENVO:01001089|ENVO:01001646	aerosolised solids|amorphous solid	PM10		A portion of respirable suspended particulate matter is a form of particulate matter composed primarily of solid particles each with a diameter of 10 micrometers or less.
ENVO:01000406	snow	ENVO:00010483	environmental material		envoPolar	Snow is an environmental material which is primarily composed of flakes of crystalline water ice.
ENVO:01000415	fine respirable suspended particulate matter	ENVO:01000405	respirable suspended particulate matter	PM2.5		A portion of fine respirable suspended particulate matter is a form of particulate matter composed primarily of solid particles each with a diameter of 2.5 micrometers or less.
ENVO:01000416	ultrafine respirable suspended particulate matter	ENVO:01000415	fine respirable suspended particulate matter			A portion of fine respirable suspended particulate matter is a form of particulate matter composed primarily of solid particles each with a diameter of  100 nanometers or less.
ENVO:01000427	carbon nanotube enriched soil	ENVO:00003082	enriched soil			A portion of carbon nanotube enriched soil is a portion of soil with elevated levels of carbon nanotubes.
ENVO:01000436	waterborne particulate matter	ENVO:01000060	particulate matter			Waterborne particulate matter is a form of particulate matter in which small portions of solid material are surrounded by water.
ENVO:01000441	andesite	ENVO:00002013	igneous rock			Andesite is an extrusive igneous, volcanic rock, of intermediate composition, with aphanitic to porphyritic texture. In a general sense, it is the intermediate type between basalt and dacite, and ranges from 57 to 63 percent silicon dioxide as illustrated in TAS diagrams. The mineral assemblage is typically dominated by plagioclase plus pyroxene and/or hornblende. Magnetite, zircon, apatite, ilmenite, biotite, and garnet are common accessory minerals. Alkali feldspar may be present in minor amounts.
ENVO:01000442	dacite	ENVO:00002013	igneous rock			Dacite is an igneous, volcanic rock. It has an aphanitic to porphyritic texture and is intermediate in composition between andesite and rhyolite.  Dacite consists mostly of plagioclase feldspar with biotite, hornblende, and pyroxene (augite and/or enstatite). It has quartz as rounded, corroded phenocrysts, or as an element of the ground-mass. The plagioclase ranges from oligoclase to andesine and labradorite. Sanidine occurs, although in small proportions, in some dacites, and when abundant gives rise to rocks that form transitions to the rhyolites.
ENVO:01000444	dacitic lava	ENVO:01000231	lava			
ENVO:01000451	atmospheric carbon dioxide	ENVO:01000797	gaseous environmental material		envoPolar	Atmospheric carbon dioxide is an environmental material composed of carbon dioxide in its gaseous form present in an atmosphere.
ENVO:01000458	concrete	ENVO:0010001	anthropogenic environmental material			Concrete is a composite material composed of an aggregate bonded together with a fluid cement which hardens over time.
ENVO:01000459	asphalt concrete	ENVO:01000458	concrete	asphaltic concrete|road pavement		Asphaltic concrete is a concrete which uses refined asphalt as a cement.
ENVO:01000460	asphalt	ENVO:00002984	petroleum	asphaltum|bitumen|crude bitumen|pitch|tar		Asphalt also known as bitumen is a sticky, black, and highly viscous liquid or semi-solid form of petroleum.
ENVO:01000461	refined asphalt	ENVO:0010001|ENVO:01000815	anthropogenic environmental material|liquid environmental material	refined bitumen		Refined asphalt is a sticky, black, and highly viscous liquid or semi-solid with a boiling point above 500 degrees Celsius, obtained from the fractional distillation of crude oil.
ENVO:01000462	masonry cement	ENVO:0010001	anthropogenic environmental material	cement		Masonry cement is a substance used in construction that has the disposition to set and harden and thus may be used to bind materials together.
ENVO:01000463	hydraulic cement	ENVO:01000462	masonry cement			Hydraulic cement is a masonry cement which contains activated aluminium silicates or pozzolans, such as fly ash, allowing it to set in wet conditions or underwater.
ENVO:01000464	non-hydraulic cement	ENVO:01000462	masonry cement			Non-hydraulic cement is a cement which sets by reacting with carbon dioxide in the air and will not set in wet conditions or underwater. It is susceptible to attack by aggresive chemicals after setting.
ENVO:01000473	thatch	ENVO:0010003	agricultural environmental material			Thatch is material composed of dry vegetation such as straw, water reed, sedge (Cladium mariscus), rushes, or heather.
ENVO:01000474	brick material	ENVO:0010001|ENVO:01000814	anthropogenic environmental material|solid environmental material			A portion of brick material is a material derived from a brick which is composed of  kneaded clay-bearing soil, expanded clay aggregate, sand and lime, or concrete that has been fire-hardened or air-dried.
ENVO:01000476	plaster	ENVO:0010001	anthropogenic environmental material	render|stucco		Plaster is a building material which has the disposition to harden when it reacts with water, liberating heat through crystallization. Plaster is manufactured as a dry powder and is mixed with water to form a paste when used.
ENVO:01000477	gypsum plaster	ENVO:01000476	plaster	plaster of Paris		Gypsum plaster is a plaster which is formed by partially dehydrating gypsum by heating it to approximately 150 degrees Celsius and grinding the product into a powder. Gypsum anhydride - formed by heating gypsum above 200 degrees Celsius - may also be used as plaster.
ENVO:01000478	cement plaster	ENVO:01000476	plaster	cement render|cement stucco		
ENVO:01000479	lime plaster	ENVO:01000476	plaster	lime render|lime stucco|slaked lime plaster		Lime plaster is a plaster which is primarily composed of calcium hydroxide and an inert filler (such as sand). Coversion of the calcium hydroxide to calcium carbonate through a reaction with carbon dioxide in the air causes the plaster to set.
ENVO:01000480	glass	ENVO:01000814	solid environmental material			Glass is an amorphous (non-crystalline) solid which is often transparent.
ENVO:01000481	silica-based glass	ENVO:01000480	glass	glass		Silica-based glass is a glass composed primarily of silicon dioxide, the primary constituent of sand.
ENVO:01000482	soda-lime glass	ENVO:01000481	silica-based glass	glass|soda-lime-silica glass		Soda-lime glass is a silica-based glass which is composed of approximately 75% silicon dioxide, with sodium oxide and calcium oxide consituting most of its remaining composition.
ENVO:01000483	flat glass	ENVO:01000482	soda-lime glass	plate glass|sheet glass		Flat glass is a soda-lime glass which is composed of approximately 73% silicon dioxide (silica), 14% sodium oxide, 9% calcium oxide, 4% magnesium oxide, 0.15% aluminium oxide, 0.03% potassium oxide, 0.02% titanum dioxide, and 0.01% iron III oxide.
ENVO:01000484	container glass	ENVO:01000482	soda-lime glass			Container glass is a soda-lime glass which is composed of approximately 74% silicon dioxide (silica), 13% sodium oxide, 10.5% calcium oxide, 1.3% aluminium oxide, 0.3% potassium oxide, 0.2% sulphur trioxide, 0.2% magnesium oxide,  0.04% iron III oxide, and 0.01%  titanum dioxide.
ENVO:01000485	quartz glass	ENVO:01000481	silica-based glass	fused quartz|fused silica		Quartz glass is a glass which is composed of silica in amorphous (non-crystalline) form.
ENVO:01000508	salt material	ENVO:01000256	mineral material			
ENVO:01000537	atmospheric ozone	ENVO:01000797	gaseous environmental material	atmospheric ozone		Atmospheric ozone is an environmental material primarily composed of ozone in its gaseous form and present in an atmosphere.
ENVO:01000551	paraffin oil	ENVO:00002983	fuel oil	liquid paraffin|paraffin		A fuel oil which is 1) composed primarily of alkanes having between 5-15 carbon atoms with the general formula CnH2n+2, 2) is generally odorless or has only a slight odor, 3) produces only small amounts of soot relative to other fuel oils, 4) is highly refined.
ENVO:01000552	natural gas	ENVO:01000554	hydrocarbon gas			Natural gas is a hydrocarbon gas mixture consisting primarily of methane, but commonly includes varying amounts of other higher alkanes and sometimes a usually lesser percentage of carbon dioxide, nitrogen, and/or hydrogen sulfide. Natural gas is a fossil fuel formed when layers of buried plants and gases are exposed to intense heat and pressure over thousands of years.
ENVO:01000553	liquefied petroleum gas	ENVO:01000558	liquefied hydrocarbon gas	LP gas|LPG|liquid petroleum gas|liquified natural gas		Liquified petroleum gas or liquid petroleum gas (LPG or LP gas), also referred to as simply propane or butane, are flammable mixtures of hydrocarbon gases used as fuel in heating appliances, cooking equipment, and vehicles.
ENVO:01000554	hydrocarbon gas	ENVO:01000797|ENVO:2000045	gaseous environmental material|hydrocarbon-based environmental material		envoPolar	A gas that is primarily composed of hydrocarbon molecules.
ENVO:01000555	compressed natural gas	ENVO:01000552	natural gas			Compressed natural gas is a natural gas stored at high pressures, typically 20–25 Megapascals.
ENVO:01000556	biogas	ENVO:01000554	hydrocarbon gas			Biogas is a mixture of different gases produced by the breakdown of organic matter in the absence of oxygen,  is primarily composed of methane and carbon dioxide, and may have small amounts of hydrogen sulfide, water, and siloxanes.
ENVO:01000557	liquefied natural gas	ENVO:01000558	liquefied hydrocarbon gas	LNG|liquified natural gas		Liquefied natural gas (LNG) is natural gas (predominantly methane, CH4) that has been converted to liquid form for ease of storage or transport. It takes up about 1/600th the volume of natural gas in the gaseous state. It is odorless, colorless, non-toxic and non-corrosive. LNG achieves a higher reduction in volume than compressed natural gas (CNG) so that the (volumetric) energy density of LNG is 2.4 times greater than that of CNG or 60 percent of that of diesel fuel.
ENVO:01000558	liquefied hydrocarbon gas	ENVO:01000815|ENVO:2000045	hydrocarbon-based environmental material|liquid environmental material		envoPolar	
ENVO:01000559	compressed biogas	ENVO:01000556	biogas			Compressed biogas is biogas stored at increased pressures.
ENVO:01000560	charcoal	ENVO:01000155|ENVO:01000814|ENVO:2000045	hydrocarbon-based environmental material|organic material|solid environmental material			Charcoal is a light, black residue, consisting of carbon and any remaining ash, obtained by removing water and other volatile constituents from animal and vegetation substances. Charcoal is usually produced by slow pyrolysis, the heating of wood or other substances in the absence of oxygen.
ENVO:01000575	wax	ENVO:00010483	environmental material			A wax is an environmental material which is primarily composed of lipids or other organic compounds that consist of long alkyl chains. Waxes are are malleable near ambient temperatures and melt at approximately 45 degrees Celsius.
ENVO:01000599	river water	ENVO:00002006	liquid water			
ENVO:01000600	rainwater	ENVO:00002011	fresh water			Rainwater is liquid water which has precipitated in the form of droplets through the condensation of atmospheric water vapour.
ENVO:01000628	plant litter	ENVO:01000155	organic material	duff|leaf litter|litterfall|soil litter|tree litter		Leaf litter is dead plant material, such as leaves, bark, needles, and twigs, that has fallen to the ground.
ENVO:01000637	outer space	ENVO:00010483	environmental material	space	envoAstro	Outer space is a hard vacuum containing a low density of particles, predominantly a plasma of hydrogen and helium as well as electromagnetic radiation, magnetic fields, neutrinos, dust and cosmic rays that exists between celestial bodies.
ENVO:01000648	magma	ENVO:00010483	environmental material			Magma is a mixture of molten or semi-molten rock, volatiles, and solids that is found beneath the uppermost solid layer of a planetary body. Besides molten rock, magma may also contain suspended crystals, dissolved gas and sometimes gas bubbles.
ENVO:01000660	tephra	ENVO:00010483	environmental material			Tephra is fragmental material produced by a volcanic eruption regardless of composition, fragment size or emplacement mechanism.
ENVO:01000661	tuff	ENVO:00001995	rock			Tuff is a type of rock made of volcanic ash ejected from a vent during a volcanic eruption.
ENVO:01000662	scoria	ENVO:00001995	rock	cinder		Scoria is a highly vesicular, dark colored volcanic rock that may or may not contain crystals.
ENVO:01000663	pumice	ENVO:00001995	rock			Pumice is a volcanic rock that consists of highly vesicular rough textured volcanic glass, which may or may not contain crystals.
ENVO:01000676	contaminated air	ENVO:00002005	air			Contaminated air is air which has sufficient concentrations of environmental pollutants such that it may adversely affect a given ecosystem.
ENVO:01000681	sodium chloride salt	ENVO:01000508	salt material	salt	envoPolar	A mineral material composed primarily of sodium chloride.
ENVO:01000701	volcanic ash	ENVO:02000090	ash			Volcanic ash is an environmental material which consists of fragments of pulverized rock, minerals, and volcanic glass, created during volcanic eruptions and measuring less than 2 millimetres in diameter. Volcanic ash is formed during explosive volcanic eruptions, phreatomagmatic eruptions and during transport in pyroclastic density currents.
ENVO:01000722	meltwater	ENVO:00002006	liquid water			Meltwater is the water released by the melting of snow or ice, including glacial ice, tabular icebergs and ice shelves over oceans.
ENVO:01000751	bedrock	ENVO:00001995	rock			A lithified mass of rock that lies under the loose softer material (regolith) at the surface of the Earth or other terrestrial planet.
ENVO:01000770	carbon dioxide emission	ENVO:01000451	atmospheric carbon dioxide			A volume of carbon dioxide gas emitted by a carbon dioxide emission process.
ENVO:01000789	flame	ENVO:01000797	gaseous environmental material			A portion of gas which is emitted by a fire or other exothermic reaction, is of increased temperature, and typically emits light in the visible range.
ENVO:01000790	hydrocarbon flame	ENVO:01000789	flame			A flame which is produced by the combustion of hydrocarbon fuel.
ENVO:01000797	gaseous environmental material	ENVO:02000140	fluid environmental material	gas		A material entity which is composed of one or more chemical entities and has neither independent shape nor volume but tends to expand indefinitely.
ENVO:01000798	plasma	ENVO:02000140	fluid environmental material			A material entity which is composed of a volume of unbound positive and negative particles in roughly equal numbers, conducts electricity, and possesses internal magnetic fields.
ENVO:01000814	solid environmental material	ENVO:00010483	environmental material			An environmental material which is in a solid state.
ENVO:01000815	liquid environmental material	ENVO:02000140	fluid environmental material		envoPolar	An environmental material which is in a liquid state.
